Stimuli,GPT Temp 0,GPT Temp .5,GPT Temp 1,GPT Continuous Temp 0,GPT Continuous Temp .5,GPT Continuous Temp 1,Class,Humans Continuous,SD,N,EAT,USF,Both,LSA,Numletts,Gfrqs,Log_gfrqs,W1frq,W2frq,Wordfrq_sum,Logw1frq,Logw2frq,Logwordfrq_sum
the window hotel., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,0.86,0.95,29,0,0,0,0.4,11,508,2.71,2372,2241,4613,3.38,3.35,6.73
the butterfly weed., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.25,1.29,28,0,0,0,0.26,13,4642,3.67,88,167,255,1.94,2.22,4.17
the shark skin., Makes Sense, Makes Sense, Makes Sense,2,3,2,1,3.39,1.29,28,0.01,0,0,0.1,9,3883,3.59,246,1617,1863,2.39,3.21,5.6
the summer rain., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.72,1.03,29,0.02,0,0.01,0.26,10,51143,4.71,2165,1279,3444,3.34,3.11,6.44
the water boy., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.93,0.26,28,0,0,0,0.07,8,7819,3.89,7749,3876,11625,3.89,3.59,7.48
the money candy., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.64,0.91,28,0,0,0,0.27,10,51,1.72,7226,113,7339,3.86,2.05,5.91
the home cottage., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,2.07,1.27,28,0.01,0,0,0.37,11,1419,3.15,8831,555,9386,3.95,2.74,6.69
the forest pine., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.64,1.25,28,0,0,0,0.57,10,430,2.63,1219,217,1436,3.09,2.34,5.42
the army field., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,3.14,1.04,28,0,0,0,0.06,9,4927,3.69,1933,2327,4260,3.29,3.37,6.65
the key arrow., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.17,1.54,29,0,0,0,0.33,8,226,2.36,1281,145,1426,3.11,2.16,5.27
the fire forest., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.07,1.36,29,0,0,0,0.24,10,2795,3.45,2738,1219,3957,3.44,3.09,6.52
the house rabbit., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,1.68,1.31,28,0,0,0,0.18,11,3637,3.56,8601,189,8790,3.93,2.28,6.21
the candy cane., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,,0.091,0.09,0.28,9,64745,4.81,113,177,290,2.05,2.25,4.3
the dress shirt., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.79,0.77,29,0,0.016,0.01,0.61,10,167155,5.22,1516,812,2328,3.18,2.91,6.09
the school cop., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.68,0.55,28,0,0,0,0.09,9,599,2.78,6984,155,7139,3.84,2.19,6.03
the goat pet., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1.28,1.13,29,0,0,0,0.16,7,49,1.7,209,242,451,2.32,2.38,4.7
the queen tennis., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.69,0.89,29,0,0,0,0.09,11,0,0,889,398,1287,2.95,2.6,5.55
the magazine book., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.61,1.29,28,0.03,0.244,0.14,0.29,12,2193,3.34,703,4932,5635,2.85,3.69,6.54
the wife farmer., Makes Sense, Makes Sense, Nonsense,2,3,3,-1,1.5,1.4,28,0,0,0,0.31,10,118,2.08,3777,562,4339,3.58,2.75,6.33
the bird holiday., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1,1.09,28,0,0,0,0.02,11,613,2.79,752,1036,1788,2.88,3.02,5.89
the mask fox., Makes Sense, Makes Sense, Makes Sense,2,3,2,-1,0.68,0.94,28,0,0,0,0.23,7,0,0,253,177,430,2.4,2.25,4.65
the newspaper boy., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,3.96,0.19,28,0.05,0.036,0.04,0.06,12,4601,3.66,1116,3876,4992,3.05,3.59,6.64
the baker book., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,2.64,1.25,28,0,0,0,0.06,9,271,2.43,269,4932,5201,2.43,3.69,6.12
the milk mouse., Makes Sense, Makes Sense, Makes Sense,2,3,2,-1,0.57,0.88,28,0,0,0,0.12,9,203,2.31,1868,146,2014,3.27,2.16,5.44
the dog bull., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.86,1.06,29,0,0,0,0.16,7,694,2.84,1285,378,1663,3.11,2.58,5.69
the child infant., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,1.45,1.45,29,0.05,0,0.02,0.65,11,1493,3.17,7645,372,8017,3.88,2.57,6.45
the pot soup., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.36,1.28,28,0.02,0,0.01,0.53,7,1483,3.17,416,362,778,2.62,2.56,5.18
the sun summer., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.29,1.33,28,0,0,0,0.34,9,607,2.78,2689,2165,4854,3.43,3.34,6.77
the refrigerator hospital., Nonsense, Makes Sense, Nonsense,3,3,3,-1,0.25,0.65,28,,0,0,0.07,20,0,0,152,1884,2036,2.18,3.28,5.46
the field vehicle., Makes Sense, Makes Sense, Makes Sense,3,3,2,1,2.69,1.39,29,0,0,0,0.07,12,1286,3.11,2327,383,2710,3.37,2.58,5.95
the lake forest., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.45,1.27,29,0,0.016,0.01,0.19,10,17978,4.25,718,1219,1937,2.86,3.09,5.94
the stage tights., Makes Sense, Makes Sense, Makes Sense,3,2,3,1,2.82,1.42,28,0,0,0,0.07,11,0,0,2528,63,2591,3.4,1.8,5.2
the smoke cigar., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1.48,1.18,29,0.01,0,0,0.24,10,1509,3.18,1050,233,1283,3.02,2.37,5.39
the river police., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.82,1.42,28,0,0,0,0.03,11,1711,3.23,1938,3770,5708,3.29,3.58,6.86
the money bag., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,3.71,0.81,28,0.02,0,0.01,0.18,8,12189,4.09,7226,1122,8348,3.86,3.05,6.91
the milk infant., Makes Sense, Makes Sense, Makes Sense,2,3,2,-1,0.69,1.11,29,0,0,0,0.15,10,506,2.71,1868,372,2240,3.27,2.57,5.84
the cigar smoke., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.89,0.42,28,0.28,0.507,0.39,0.24,10,21412,4.33,233,1050,1283,2.37,3.02,5.39
the holiday summer., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.64,1.39,28,0.06,0,0.03,0.31,13,4744,3.68,1036,2165,3201,3.02,3.34,6.35
the bubble gum., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,27,0.1,0.609,0.35,0.44,9,141360,5.15,75,92,167,1.88,1.96,3.84
the television breakfast., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.11,1.4,28,0,0,0,0.06,19,138,2.14,2033,1008,3041,3.31,3,6.31
the bridge ice., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.66,1.2,29,0,0,0,0.27,9,74,1.88,1034,934,1968,3.01,2.97,5.98
the frog leg., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.93,0.37,29,0.05,0,0.02,0.1,7,2551,3.41,74,1137,1211,1.87,3.06,4.92
the mattress baby., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,0.76,1.09,29,0,0,0,0.13,12,1055,3.02,170,3281,3451,2.23,3.52,5.75
the breast milk., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,0.04,0.106,0.07,0.23,10,654572,5.82,774,1868,2642,2.89,3.27,6.16
the ship rocket., Makes Sense, Makes Sense, Makes Sense,2,3,2,-1,1.43,1.29,28,0,0,0,0.11,10,202,2.31,793,146,939,2.9,2.16,5.06
the ball field., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.29,1.15,28,0,0,0,0.29,9,36715,4.56,1664,2327,3991,3.22,3.37,6.59
the raft river., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.55,1.4,29,,0.082,0.08,0.41,9,172,2.24,57,1938,1995,1.76,3.29,5.04
the beach sunset., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.31,1.23,29,0,0,0,0.27,11,8889,3.95,1060,165,1225,3.03,2.22,5.24
the kitchen knife., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,0.04,0.015,0.03,0.26,12,56812,4.75,1890,663,2553,3.28,2.82,6.1
the coin door., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,0.66,1.04,29,0,0,0,0.02,8,6636,3.82,140,5891,6031,2.15,3.77,5.92
the pipe book., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,1.29,1.27,28,0,0,0,0.03,8,163,2.21,402,4932,5334,2.6,3.69,6.3
the hurricane flag., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.71,1.63,28,0,0,0,0.1,13,120,2.08,64,356,420,1.81,2.55,4.36
the duck pet., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1.07,1.13,29,0,0,0,0.37,7,69,1.85,174,242,416,2.24,2.38,4.62
the bed sheet., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,4,0,29,0.04,0,0.02,0.08,8,56779,4.75,4376,616,4992,3.64,2.79,6.43
the water bed., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,4,0,29,0,0,0,0.08,8,46966,4.67,7749,4376,12125,3.89,3.64,7.53
the banana leaf., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.93,1.56,29,0,0,0,0.19,10,23499,4.37,74,279,353,1.87,2.45,4.31
the building school., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.26,1.06,27,0,0.068,0.03,0.16,14,6095,3.79,2854,6984,9838,3.46,3.84,7.3
the farmer grape., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,1.07,1.18,28,0,0,0,0.21,11,0,0,562,37,599,2.75,1.57,4.32
the lemon juice., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,29,0.05,0,0.02,0.6,10,761513,5.88,233,365,598,2.37,2.56,4.93
the home bike., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.88,0.86,26,0,0,0,0.21,8,726,2.86,8831,153,8984,3.95,2.18,6.13
the gorilla blood., Nonsense, Nonsense, Makes Sense,2,2,2,1,3.14,1.3,28,0,0,0,0.01,12,67,1.83,34,2536,2570,1.53,3.4,4.94
the cattle car., Makes Sense, Makes Sense, Makes Sense,2,3,2,1,2.66,1.49,29,0,0,0,0.03,9,5816,3.76,568,4944,5512,2.75,3.69,6.45
the pie honey., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.66,0.77,29,0,0,0,0.25,8,1561,3.19,225,371,596,2.35,2.57,4.92
the sun dress., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.71,0.94,28,0,0,0,0.1,8,12746,4.11,2689,1516,4205,3.43,3.18,6.61
the nose cucumber., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.11,0.42,28,0,0,0,0.08,12,0,0,1307,54,1361,3.12,1.73,4.85
the school holiday., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.64,0.87,28,0,0,0,0.14,13,54023,4.73,6984,1036,8020,3.84,3.02,6.86
the brick building., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,0.05,0.013,0.03,0.68,13,129791,5.11,498,2854,3352,2.7,3.46,6.15
the prison building., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.69,0.85,29,0,0,0,0.19,14,5623,3.75,1239,2854,4093,3.09,3.46,6.55
the mask ski., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.79,0.9,29,0,0.018,0.01,0.18,7,205,2.31,253,110,363,2.4,2.04,4.44
the bible school., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.82,0.39,28,0,0.013,0.01,0.14,11,29365,4.47,7,6984,6991,0.85,3.84,4.69
the ice field., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.36,1.31,28,0,0,0,0.01,8,14435,4.16,934,2327,3261,2.97,3.37,6.34
the infant stage., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.04,1.48,28,0,0,0,0.26,11,7674,3.89,372,2528,2900,2.57,3.4,5.97
the cycle clock., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,0.75,1.04,28,,0,0,0.03,10,2565,3.41,471,637,1108,2.67,2.8,5.48
the truck trash., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,1.14,1.11,28,0,0,0,0.18,10,90,1.96,444,66,510,2.65,1.82,4.47
the mouth boy., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.82,0.98,28,0,0,0,0.14,8,987,2.99,2411,3876,6287,3.38,3.59,6.97
the lion sea., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.71,0.81,28,0,0,0,0.01,7,373,2.57,304,2872,3176,2.48,3.46,5.94
the snake tongue., Makes Sense, Makes Sense, Makes Sense,2,3,2,-1,3.52,0.91,29,0,0,0,0.26,11,529,2.72,263,602,865,2.42,2.78,5.2
the bike mountain., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.36,1.31,28,0,0.033,0.02,0.04,12,4038,3.61,153,829,982,2.18,2.92,5.1
the mask face., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.38,1.05,29,0.21,0.194,0.2,0.5,8,2305,3.36,253,8000,8253,2.4,3.9,6.31
the pickle juice., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.97,0.19,29,0,0.048,0.02,0.29,11,11219,4.05,46,365,411,1.66,2.56,4.23
the bottle baby., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1.48,1.21,29,0.01,0.02,0.02,0.2,10,3817,3.58,1479,3281,4760,3.17,3.52,6.69
the mouse milk., Makes Sense, Makes Sense, Makes Sense,2,3,2,1,1.76,1.38,29,0,0,0,0.12,9,777,2.89,146,1868,2014,2.16,3.27,5.44
the salad cucumber., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.5,1.14,28,0,0,0,0.51,13,140,2.15,281,54,335,2.45,1.73,4.18
the bowl bread., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.11,1.13,28,0,0,0,0.49,9,387,2.59,525,1327,1852,2.72,3.12,5.84
the teeth baby., Nonsense, Nonsense, Makes Sense,2,2,2,-1,1.21,1.21,29,0,0,0,0.19,9,413,2.62,1396,3281,4677,3.14,3.52,6.66
the pen chicken., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,0.96,1.04,28,0,0,0,0.25,10,0,0,349,534,883,2.54,2.73,5.27
the star field., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.31,1.51,29,0,0,0,0.07,9,16690,4.22,952,2327,3279,2.98,3.37,6.35
the winter sea., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.36,1.42,28,0,0,0,0.09,9,5241,3.72,1423,2872,4295,3.15,3.46,6.61
the island winter., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.68,1.52,28,0,0,0,0.12,12,209,2.32,1209,1423,2632,3.08,3.15,6.24
the banana ice., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.34,1.47,29,0,0,0,0.12,9,3023,3.48,74,934,1008,1.87,2.97,4.84
the street cop., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.82,0.39,28,0,0,0,0.46,9,7766,3.89,4546,155,4701,3.66,2.19,5.85
the earth moon., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.21,1.13,28,0.08,0.143,0.11,0.4,9,4766,3.68,2204,951,3155,3.34,2.98,6.32
the police clothes., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,3.83,0.54,29,0,0,0,0.03,13,128,2.11,3770,2225,5995,3.58,3.35,6.92
the knife drawer., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,3.93,0.37,29,0,0,0,0.12,11,1596,3.2,663,272,935,2.82,2.43,5.26
the smoke screen., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.21,1.32,29,0.03,0,0.02,0.07,11,52913,4.72,1050,518,1568,3.02,2.71,5.74
the flower gardener., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.86,0.76,28,0,0,0,0.27,14,971,2.99,496,119,615,2.7,2.08,4.77
the cow girl., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.76,0.69,29,0,0,0,0.22,7,6789,3.83,403,4944,5347,2.61,3.69,6.3
the field ball., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.1,1.45,29,0,0.01,0,0.29,9,1415,3.15,2327,1664,3991,3.37,3.22,6.59
the salad chicken., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.07,0.94,28,0,0,0,0.61,12,614,2.79,281,534,815,2.45,2.73,5.18
the body dog., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.78,1.28,27,0,0,0,0.04,7,331,2.52,5243,1285,6528,3.72,3.11,6.83
the screen cap., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,0.86,1.35,28,0,0,0,0.1,9,19562,4.29,518,489,1007,2.71,2.69,5.4
the road home., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,3.32,1.36,28,0,0,0,0.17,8,23194,4.37,3791,8831,12622,3.58,3.95,7.52
the tree apple., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.31,0.89,29,0.04,0,0.02,0.47,9,2104,3.32,1293,315,1608,3.11,2.5,5.61
the gun dollar., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.31,0.71,29,0,0,0,0.09,9,0,0,1138,263,1401,3.06,2.42,5.48
the army book., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.04,1.1,28,0,0,0,0.01,8,2665,3.43,1933,4932,6865,3.29,3.69,6.98
the screen alcohol., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.36,0.91,28,0,0,0,0.01,13,410,2.61,518,324,842,2.71,2.51,5.22
the sheet face., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.48,0.95,29,0,0,0,0.07,9,3480,3.54,616,8000,8616,2.79,3.9,6.69
the school house., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.71,0.94,28,0.04,0.015,0.03,0.13,11,116922,5.07,6984,8601,15585,3.84,3.93,7.78
the gun nut., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,0.75,1.35,28,0,0,0,0.13,6,13659,4.14,1138,123,1261,3.06,2.09,5.15
the pot money., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.89,1.63,27,0,0,0,0.06,8,1788,3.25,416,7226,7642,2.62,3.86,6.48
the sugar milk., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.86,1.46,29,0.02,0,0.01,0.36,9,1901,3.28,976,1868,2844,2.99,3.27,6.26
the street bike., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3,1.39,28,0,0,0,0.3,10,32986,4.52,4546,153,4699,3.66,2.18,5.84
the dollar cab., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,1.54,1.4,28,0,0,0,0.06,9,1140,3.06,263,178,441,2.42,2.25,4.67
the house phone., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.68,0.94,28,0,0,0,0.17,10,20484,4.31,8601,1414,10015,3.93,3.15,7.08
the salad dish., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.93,0.38,28,0,0,0,0.66,9,1910,3.28,281,390,671,2.45,2.59,5.04
the tongue snake., Makes Sense, Makes Sense, Makes Sense,2,3,2,1,0.57,0.84,28,0,0,0,0.26,11,638,2.81,602,263,865,2.78,2.42,5.2
the jail phone., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.54,0.88,28,0,0,0,0.12,9,483,2.68,530,1414,1944,2.72,3.15,5.87
the radio school., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,1.17,1.23,29,0,0,0,0.07,11,2767,3.44,1503,6984,8487,3.18,3.84,7.02
the stage breast., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,0.43,0.88,28,0,0,0,0.15,11,58370,4.77,2528,774,3302,3.4,2.89,6.29
the goat milk., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,3.69,1.04,29,0.16,0.243,0.2,0.3,8,41685,4.62,209,1868,2077,2.32,3.27,5.59
the pool garden., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1.14,1.21,28,0.01,0,0,0.23,10,2237,3.35,620,1998,2618,2.79,3.3,6.09
the house square., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.25,1.38,28,0,0,0,0.16,11,1905,3.28,8601,1652,10253,3.93,3.22,7.15
the police car., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,29,0.17,0.047,0.11,0.27,9,242117,5.38,3770,4944,8714,3.58,3.69,7.27
the flood stage., Makes Sense, Makes Sense, Makes Sense,3,3,2,1,0.9,1.4,29,0,0,0,0.09,10,74469,4.87,268,2528,2796,2.43,3.4,5.83
the baby juice., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,1.96,1.23,28,0,0,0,0.1,9,1515,3.18,3281,365,3646,3.52,2.56,6.08
the coffin ship., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,0.79,1.17,28,0,0,0,0.07,10,416,2.62,144,793,937,2.16,2.9,5.06
the pet puppy., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.89,0.42,28,0,0,0,0.62,8,3028,3.48,242,87,329,2.38,1.94,4.32
the cap ice., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1.21,1.21,29,0,0,0,0.19,6,590,2.77,489,934,1423,2.69,2.97,5.66
the rocket fire., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,2.34,1.47,29,0.03,0.042,0.04,0.18,10,14823,4.17,146,2738,2884,2.16,3.44,5.6
the bullet baby., Nonsense, Nonsense, Makes Sense,2,2,2,-1,0.31,0.71,29,0,0,0,0.04,10,199,2.3,229,3281,3510,2.36,3.52,5.88
the crown prince., Makes Sense, Makes Sense, Makes Sense,3,3,2,1,2.67,1.54,27,0.01,0,0,0.31,11,67589,4.83,436,592,1028,2.64,2.77,5.41
the cake lemon., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.14,1.18,28,0,0,0,0.38,9,1096,3.04,383,233,616,2.58,2.37,4.95
the hill foot., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.04,1.26,28,0,0,0,0.38,8,446,2.65,1258,1797,3055,3.1,3.25,6.35
the phone menu., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,2.21,1.62,28,0,0,0,0.16,9,8790,3.94,1414,130,1544,3.15,2.11,5.26
the water rocket., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.39,1.47,28,0,0,0,0.02,11,5140,3.71,7749,146,7895,3.89,2.16,6.05
the book phone., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,0.76,1.02,29,0,0,0,0.12,9,5991,3.78,4932,1414,6346,3.69,3.15,6.84
the bed seat., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,2.07,1.53,29,0,0,0,0.16,7,412,2.62,4376,1396,5772,3.64,3.14,6.79
the grape farmer., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,3.55,0.91,29,0,0,0,0.21,11,757,2.88,37,562,599,1.57,2.75,4.32
the water pool., Makes Sense, Makes Sense, Makes Sense,2,3,2,-1,2.36,1.34,28,0,0.043,0.02,0.44,9,41099,4.61,7749,620,8369,3.89,2.79,6.68
the oven dish., Makes Sense, Makes Sense, Makes Sense,3,2,2,1,3.1,1.05,29,0.01,0,0,0.59,8,4030,3.61,321,390,711,2.51,2.59,5.1
the lid coffin., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.9,0.86,29,0,0,0,0.19,9,0,0,246,144,390,2.39,2.16,4.55
the star hotel., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.59,1.24,29,0,0,0,0.06,9,1178218,6.07,952,2241,3193,2.98,3.35,6.33
the prison garden., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,2.83,1.14,29,0,0,0,0.04,12,512,2.71,1239,1998,3237,3.09,3.3,6.39
the moon cycle., Makes Sense, Makes Sense, Makes Sense,3,2,3,1,3.07,1.21,28,0,0,0,0.03,9,6602,3.82,951,471,1422,2.98,2.67,5.65
the army jacket., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.86,0.36,28,0,0.014,0.01,0.09,10,4929,3.69,1933,617,2550,3.29,2.79,6.08
the lake river., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.9,1.01,29,0.03,0.142,0.09,0.33,9,1022,3.01,718,1938,2656,2.86,3.29,6.14
the rock salmon., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,1.21,1.55,28,0,0,0,0.02,10,642,2.81,1426,216,1642,3.15,2.33,5.49
the truck snow., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.82,1.25,28,0,0,0,0.09,9,1069,3.03,444,1055,1499,2.65,3.02,5.67
the butt cigarette., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1.36,1.31,28,,0.185,0.18,0.06,13,135,2.13,121,882,1003,2.08,2.95,5.03
the blood duck., Nonsense, Nonsense, Makes Sense,2,2,2,-1,0.66,1.04,29,0,0,0,0.02,9,0,0,2536,174,2710,3.4,2.24,5.64
the window cabin., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,0.9,0.94,29,0,0,0,0.23,11,226,2.36,2372,485,2857,3.38,2.69,6.06
the holiday golf., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.71,0.94,28,0,0,0,0.15,11,2930,3.47,1036,546,1582,3.02,2.74,5.75
the library tape., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,2.86,1.38,29,0,0,0,0.09,11,2037,3.31,942,508,1450,2.97,2.71,5.68
the soup chicken., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.25,1.27,28,0.02,0.103,0.06,0.5,11,1184,3.07,362,534,896,2.56,2.73,5.29
the toilet library., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.54,0.96,28,0,0,0,0.08,13,0,0,415,942,1357,2.62,2.97,5.59
the pants boy., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.86,0.89,28,0,0,0,0.24,8,888,2.95,282,3876,4158,2.45,3.59,6.04
the chair leg., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.64,0.91,28,0.07,0.013,0.04,0.26,8,11359,4.06,1876,1137,3013,3.27,3.06,6.33
the wolf spider., Nonsense, Nonsense, Makes Sense,2,2,1,1,1.97,1.76,29,0,0,0,0.09,10,23538,4.37,119,73,192,2.08,1.86,3.94
the weed butterfly., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.03,1.27,29,0,0,0,0.26,13,42,1.63,167,88,255,2.22,1.94,4.17
the river trout., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.46,0.96,28,0,0,0,0.2,10,2964,3.47,1938,560,2498,3.29,2.75,6.04
the home boy., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2.69,1.26,29,0,0,0,0.25,7,9308,3.97,8831,3876,12707,3.95,3.59,7.53
the barn door.,Makes Sense, Makes Sense, Makes Sense,3,3,4,1,3.86,0.76,28,0.23,0.047,0.14,0.32,8,42002,4.62,186,5891,6077,2.27,3.77,6.04
the horse police., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,2.15,1.46,27,0,0,0,0,11,382,2.58,1518,3770,5288,3.18,3.58,6.76
